Название модели;Фильтр;Размер ячейки;Параметры;Ср. значение высоты (исх.);Ср. значение уклона (исх.);Ср. значение hcurv (исх.);Ср. значение vcurv (исх.);Ср. значения высоты (шум.);Ср. значение уклона (шум.);Ср. значение hcurv (шум.);Ср. значение vcurv (шум.);Ср. значения высоты (фил.);Ср. значения уклона (фил.);Ср. значения hcurv (фил.);Ср. значения vcurv (фил.)
arcticdem32m;MeanFilter;3;-;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1195985685697103;13.164047;0.0028923173;8.86014e-05
arcticdem32m;MedianFilter;3;;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.3854585034013607;15.178602;-0.018728312;0.0019378808
arcticdem32m;ConservativeSmoothingFilter;3;-;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1179099359970008;23.619583;0.0048389407;-0.0020580865
arcticdem32m;MajorityFilter;3;-;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1293800916542858;30.373316;-0.01515782;-0.0022594826
arcticdem32m;OlympicFilter;3;-;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1185948460532327;13.294747;0.0010979743;0.00046386995
arcticdem32m;AdaptiveFilter;3;0.1;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.119514186912018;13.186176;0.0050818278;0.000113836664
arcticdem32m;EdgePreservingMeanFilter;3;0.1;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118017656541323;14.787639;-0.0042250357;-0.00018979845
arcticdem32m;AdaptiveFilter;3;0.2;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1199558303458272;13.248379;-0.0066665807;0.00023906016
arcticdem32m;EdgePreservingMeanFilter;3;0.2;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118017656541323;14.787639;-0.0042250357;-0.00018979845
arcticdem32m;AdaptiveFilter;3;0.3;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.119836778933922;13.402013;0.0060281684;0.00023271103
arcticdem32m;EdgePreservingMeanFilter;3;0.3;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118017656541323;14.787639;-0.0042250357;-0.00018979845
arcticdem32m;AdaptiveFilter;3;0.4;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1182993487499475;13.704178;0.0011165478;-0.00029862855
arcticdem32m;EdgePreservingMeanFilter;3;0.4;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118017656541323;14.787639;-0.0042250357;-0.00018979845
arcticdem32m;AdaptiveFilter;3;0.5;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1183451882876845;14.241212;-0.006920674;0.00032618924
arcticdem32m;EdgePreservingMeanFilter;3;0.5;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118017656541323;14.787639;-0.0042250357;-0.00018979845
arcticdem32m;AdaptiveFilter;3;0.6;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1168690205014107;14.870156;-0.00985507;0.00049104815
arcticdem32m;EdgePreservingMeanFilter;3;0.6;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118017656541323;14.787639;-0.0042250357;-0.00018979845
arcticdem32m;AdaptiveFilter;3;0.7;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.114609077939293;15.76121;-0.008950307;0.0002659617
arcticdem32m;EdgePreservingMeanFilter;3;0.7;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118017656541323;14.787639;-0.0042250357;-0.00018979845
arcticdem32m;AdaptiveFilter;3;0.8;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1136590902984156;16.619858;-0.02077924;0.0011394606
arcticdem32m;EdgePreservingMeanFilter;3;0.8;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118017656541323;14.787639;-0.0042250357;-0.00018979845
arcticdem32m;AdaptiveFilter;3;0.9;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1163269537531662;17.717947;-0.012485727;0.0011133841
arcticdem32m;EdgePreservingMeanFilter;3;0.9;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118017656541323;14.787639;-0.0042250357;-0.00018979845
arcticdem32m;AdaptiveFilter;3;1.0;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1168875199921497;18.746483;-0.012353908;0.00071372156
arcticdem32m;EdgePreservingMeanFilter;3;1.0;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118017656541323;14.787639;-0.0042250357;-0.00018979845
arcticdem32m;AdaptiveFilter;3;1.1;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.119064398857548;19.9429;-0.015423725;0.0011239995
arcticdem32m;EdgePreservingMeanFilter;3;1.1;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118017656541323;14.787639;-0.0042250357;-0.00018979845
arcticdem32m;AdaptiveFilter;3;1.2;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118747880387432;21.006481;-0.016266678;0.0012649685
arcticdem32m;EdgePreservingMeanFilter;3;1.2;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118017656541323;14.787639;-0.0042250357;-0.00018979845
arcticdem32m;AdaptiveFilter;3;1.3;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1206009931107839;22.006052;-0.010801344;0.0010628473
arcticdem32m;EdgePreservingMeanFilter;3;1.3;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118017656541323;14.787639;-0.0042250357;-0.00018979845
arcticdem32m;AdaptiveFilter;3;1.4;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1202242964102807;22.927898;-0.011475063;0.00032236148
arcticdem32m;EdgePreservingMeanFilter;3;1.4;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118017656541323;14.787639;-0.0042250357;-0.00018979845
arcticdem32m;AdaptiveFilter;3;1.5;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1187960308020635;23.90612;-0.014465328;0.00013250414
arcticdem32m;EdgePreservingMeanFilter;3;1.5;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118017656541323;14.787639;-0.0042250357;-0.00018979845
arcticdem32m;AdaptiveFilter;3;1.6;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1228519535296282;24.748459;-0.012150734;-0.0005536965
arcticdem32m;EdgePreservingMeanFilter;3;1.6;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118017656541323;14.787639;-0.0042250357;-0.00018979845
arcticdem32m;AdaptiveFilter;3;1.7;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.12490328147732;25.558775;-0.0046029966;-0.0012837414
arcticdem32m;EdgePreservingMeanFilter;3;1.7;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118017656541323;14.787639;-0.0042250357;-0.00018979845
arcticdem32m;AdaptiveFilter;3;1.8;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1272130548062274;26.181406;-0.0029086499;-0.0011374151
arcticdem32m;EdgePreservingMeanFilter;3;1.8;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118017656541323;14.787639;-0.0042250357;-0.00018979845
arcticdem32m;AdaptiveFilter;3;1.9;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1271681676566847;26.704855;-0.00069765415;-0.0017566184
arcticdem32m;EdgePreservingMeanFilter;3;1.9;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118017656541323;14.787639;-0.0042250357;-0.00018979845
arcticdem32m;AdaptiveFilter;3;2.0;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1261739649126532;27.205278;-0.023848852;-0.0006037953
arcticdem32m;EdgePreservingMeanFilter;3;2.0;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118017656541323;14.787639;-0.0042250357;-0.00018979845
arcticdem32m;FPDEMS;3;[5, 2, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1184323;28.662287;-0.010061878;-0.0016913956
arcticdem32m;FPDEMS;3;[5, 3, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1182635;28.688213;-0.006722329;-0.0018230629
arcticdem32m;FPDEMS;3;[5, 4, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1189649;28.7036;-0.005036281;-0.0018992915
arcticdem32m;FPDEMS;3;[5, 5, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1191126;28.734674;0.0022543515;-0.0021232327
arcticdem32m;FPDEMS;3;[5, 6, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1192536;28.768782;-0.028123079;-0.0021557664
arcticdem32m;FPDEMS;3;[5, 7, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1188247;28.794662;-0.0064851474;-0.002214689
arcticdem32m;FPDEMS;3;[5, 8, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1190081;28.845976;-0.004582402;-0.002185242
arcticdem32m;FPDEMS;3;[5, 9, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1180185;28.814796;0.0005638209;-0.002372512
arcticdem32m;FPDEMS;3;[5, 10, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1175792;28.847414;0.008785631;-0.002356447
arcticdem32m;FPDEMS;3;[5, 11, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.117875;28.8694;0.0054673897;-0.0022318675
arcticdem32m;FPDEMS;3;[5, 12, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1169772;28.885273;0.0005137288;-0.0021618474
arcticdem32m;FPDEMS;3;[5, 13, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1165917;28.918333;0.0014681246;-0.0022236062
arcticdem32m;FPDEMS;3;[5, 14, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1176544;28.90038;-0.0013231343;-0.002177093
arcticdem32m;FPDEMS;3;[5, 15, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1182247;28.942556;-0.0037434038;-0.0024760466
arcticdem32m;FPDEMS;3;[5, 16, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1194345;28.965649;0.0009080177;-0.0018667208
arcticdem32m;FPDEMS;3;[5, 17, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1203116;28.994822;-0.0074081924;-0.0017604554
arcticdem32m;FPDEMS;3;[5, 18, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1200718;29.004286;-0.014288437;-0.0019407307
arcticdem32m;FPDEMS;3;[5, 19, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1190864;29.009617;-0.017706336;-0.0018495228
arcticdem32m;FPDEMS;3;[5, 20, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1197717;29.034264;-0.029290797;-0.0017440768
arcticdem32m;FPDEMS;3;[5, 21, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1206261;29.056067;-0.03130839;-0.0016455817
arcticdem32m;FPDEMS;3;[5, 22, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1205627;29.06772;-0.06316952;-0.0013431928
arcticdem32m;FPDEMS;3;[5, 23, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1205233;29.093576;-0.06880709;-0.0011873282
arcticdem32m;FPDEMS;3;[5, 24, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1206588;29.07814;-0.03080369;-0.0013410137
arcticdem32m;FPDEMS;3;[5, 25, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.119416;29.085918;-0.031883184;-0.0016626827
arcticdem32m;FPDEMS;3;[5, 26, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1183035;29.09046;-0.03782473;-0.0014801655
arcticdem32m;FPDEMS;3;[5, 27, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1180168;29.105156;-0.031860754;-0.001225905
arcticdem32m;FPDEMS;3;[5, 28, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1176347;29.097515;-0.023397915;-0.0013943403
arcticdem32m;FPDEMS;3;[5, 29, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1180167;29.090267;-0.018770467;-0.0016222319
arcticdem32m;FPDEMS;3;[5, 30, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.116078;29.045198;-0.01664891;-0.0023862424
arcticdem32m;FPDEMS;3;[5, 31, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1160036;29.053387;-0.02324612;-0.0021849775
arcticdem32m;FPDEMS;3;[5, 32, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1141499;29.105505;-0.02827175;-0.0021961965
arcticdem32m;FPDEMS;3;[5, 33, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1131055;29.107151;-0.052192926;-0.002204756
arcticdem32m;FPDEMS;3;[5, 34, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1128336;29.108532;-0.04670434;-0.0016068792
arcticdem32m;FPDEMS;3;[5, 35, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1123631;29.13297;-0.02679538;-0.001687243
arcticdem32m;FPDEMS;3;[5, 36, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1128792;29.153679;-0.015078835;-0.0018859239
arcticdem32m;FPDEMS;3;[5, 37, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1122316;29.180481;-0.016313054;-0.0017094781
arcticdem32m;FPDEMS;3;[5, 38, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.113641;29.200907;-0.018590815;-0.0018201583
arcticdem32m;FPDEMS;3;[5, 39, 2];-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1132087;29.18982;-0.016830394;-0.0017762606
arcticdem32m;MeanFilter;5;-;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118432033258936;7.0906215;-0.008379085;0.00060227636
arcticdem32m;MedianFilter;5;;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.2187709750566893;8.316982;-0.0031935598;0.00041806643
arcticdem32m;ConservativeSmoothingFilter;5;-;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1148651807338241;26.061012;0.0035125788;-0.0016041918
arcticdem32m;MajorityFilter;5;-;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1084141052597276;25.131437;0.021101115;-0.0019342533
arcticdem32m;OlympicFilter;5;-;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1180934469473922;7.102361;0.0032060198;0.0006188222
arcticdem32m;AdaptiveFilter;5;0.1;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1186037357832004;7.113629;-0.015166558;0.0006007347
arcticdem32m;EdgePreservingMeanFilter;5;0.1;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1174412428084262;13.061183;0.0035197972;-3.601777e-05
arcticdem32m;AdaptiveFilter;5;0.2;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118109249861932;7.192467;-0.0016370462;0.0005638071
arcticdem32m;EdgePreservingMeanFilter;5;0.2;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1174412428084262;13.061183;0.0035197972;-3.601777e-05
arcticdem32m;AdaptiveFilter;5;0.3;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118250276058171;7.448148;0.011756687;0.0006320263
arcticdem32m;EdgePreservingMeanFilter;5;0.3;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1174412428084262;13.061183;0.0035197972;-3.601777e-05
arcticdem32m;AdaptiveFilter;5;0.4;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1191246655480602;7.9599233;0.0031891346;0.0007243031
arcticdem32m;EdgePreservingMeanFilter;5;0.4;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1174412428084262;13.061183;0.0035197972;-3.601777e-05
arcticdem32m;AdaptiveFilter;5;0.5;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1189931876737937;8.791268;-0.0008428917;0.0007605605
arcticdem32m;EdgePreservingMeanFilter;5;0.5;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1174412428084262;13.061183;0.0035197972;-3.601777e-05
arcticdem32m;AdaptiveFilter;5;0.6;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.118862911628835;9.687253;-0.0034938946;0.0007937076
arcticdem32m;EdgePreservingMeanFilter;5;0.6;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1174412428084262;13.061183;0.0035197972;-3.601777e-05
arcticdem32m;AdaptiveFilter;5;0.7;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.120772646918469;10.779663;0.0131731415;-0.00033838383
arcticdem32m;EdgePreservingMeanFilter;5;0.7;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1174412428084262;13.061183;0.0035197972;-3.601777e-05
arcticdem32m;AdaptiveFilter;5;0.8;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1214059851259859;12.145415;0.0027422248;4.073514e-05
arcticdem32m;EdgePreservingMeanFilter;5;0.8;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1174412428084262;13.061183;0.0035197972;-3.601777e-05
arcticdem32m;AdaptiveFilter;5;0.9;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1189878758768392;13.46146;-0.0071072974;9.076376e-05
arcticdem32m;EdgePreservingMeanFilter;5;0.9;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1174412428084262;13.061183;0.0035197972;-3.601777e-05
arcticdem32m;AdaptiveFilter;5;1.0;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1128417470132428;14.66809;-0.014663566;0.00048691942
arcticdem32m;EdgePreservingMeanFilter;5;1.0;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1174412428084262;13.061183;0.0035197972;-3.601777e-05
arcticdem32m;AdaptiveFilter;5;1.1;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1143816849197357;16.098495;0.0024697145;0.0004075302
arcticdem32m;EdgePreservingMeanFilter;5;1.1;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1174412428084262;13.061183;0.0035197972;-3.601777e-05
arcticdem32m;AdaptiveFilter;5;1.2;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1171730414456467;17.606195;-0.0060611344;5.0080183e-05
arcticdem32m;EdgePreservingMeanFilter;5;1.2;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1174412428084262;13.061183;0.0035197972;-3.601777e-05
arcticdem32m;AdaptiveFilter;5;1.3;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1159939750960712;18.86129;-0.013262655;-0.0010098357
arcticdem32m;EdgePreservingMeanFilter;5;1.3;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1174412428084262;13.061183;0.0035197972;-3.601777e-05
arcticdem32m;AdaptiveFilter;5;1.4;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.115354718371873;20.031914;-0.022119263;-6.6970344e-05
arcticdem32m;EdgePreservingMeanFilter;5;1.4;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1174412428084262;13.061183;0.0035197972;-3.601777e-05
arcticdem32m;AdaptiveFilter;5;1.5;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1160980075414921;21.095924;-0.0127134435;0.00078422955
arcticdem32m;EdgePreservingMeanFilter;5;1.5;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1174412428084262;13.061183;0.0035197972;-3.601777e-05
arcticdem32m;AdaptiveFilter;5;1.6;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.117107478810679;22.181822;-0.0018385395;-8.716453e-05
arcticdem32m;EdgePreservingMeanFilter;5;1.6;-1.1231563;0.060555488;0.00019418994;-3.4397038e-07;-1.1172412748079146;28.579557;-0.018153701;-0.0014557824;-1.1174412428084262;13.061183;0.0035197972;-3.601777e-05
